sku,product_name,brand_owner,brand,brand_tier,category,business_mode,inventory_risk_owner,msrp,standard_cost,take_rate,gross_margin_target,season,product_lifecycle,price_band,gender_segment,age_segment,color_family,size_group,style_type,core_or_seasonal,clearance_flag,replenishable_flag,launch_date
SKU00223,Brand A Basketball Shoes Down,Himaxx Own,Brand A,Tier 2,Basketball Shoes,Own Brand,Himaxx,1132.59,209.11,1.0,0.5596,Core,Growth,Premium,Women,Adult,Red,M-L,Performance,Seasonal,0,1,2025-10-07
SKU00224,Under Armour Accessories Choice,External Brand,Under Armour,Tier 3,Accessories,Buyout,Himaxx,100.49,10.54,1.0,0.2823,Fall,Clearance,Entry,Unisex,Adult,Red,M-L,Limited,Seasonal,1,0,2023-06-03
SKU00225,Champion Performance Apparel Election,External Brand,Champion,Tier 3,Performance Apparel,Buyout,Himaxx,1588.75,217.2,1.0,0.3741,Fall,Mature,Premium,Unisex,Adult,White,One Size,Performance,Seasonal,0,1,2026-04-19
SKU00226,Brand B Basketball Shoes Popular,Himaxx Own,Brand B,Tier 2,Basketball Shoes,Own Brand,Himaxx,1593.58,275.9,1.0,0.393,Core,Mature,Premium,Women,Adult,Grey,XL-XXL,Core Basic,Core,0,1,2025-11-23
SKU00227,Champion Kids Apparel Baby,External Brand,Champion,Tier 3,Kids Apparel,Buyout,Himaxx,256.05,41.93,1.0,0.3711,Fall,New,Entry,Men,Youth,Grey,XS-S,Performance,Seasonal,0,0,2024-09-17
SKU00228,Cole Haan Accessories Various,External Brand,Cole Haan,Tier 2,Accessories,Buyout,Himaxx,191.67,24.92,1.0,0.386,Summer,Growth,Entry,Unisex,Young Adult,White,M-L,Fashion,Seasonal,0,1,2025-03-27
SKU00229,Brand B Training Shoes Day,Himaxx Own,Brand B,Tier 2,Training Shoes,Own Brand,Himaxx,1506.55,250.67,1.0,0.436,Spring,Clearance,Premium,Women,Young Adult,Green,M-L,Clearance,Seasonal,1,0,2025-07-02
SKU00230,Salomon Yoga Apparel If,External Brand,Salomon,Tier 3,Yoga Apparel,Consignment,Brand Partner,718.6,12.49,0.3181,0.3455,Fall,Clearance,Mass,Unisex,Young Adult,Green,M-L,Performance,Seasonal,1,0,2024-10-30
SKU00231,Puma Basketball Shoes Either,External Brand,Puma,Tier 3,Basketball Shoes,Buyout,Himaxx,818.02,132.53,1.0,0.3142,Summer,Growth,Premium,Unisex,Youth,Red,XL-XXL,Fashion,Seasonal,0,1,2023-10-16
SKU00232,Reebok Underwear Sportswear Rise,External Brand,Reebok Underwear,Tier 2,Sportswear,Consignment,Brand Partner,585.82,24.12,0.3167,0.2297,Core,Mature,Mass,Women,Adult,Black,XS-S,Clearance,Seasonal,1,0,2023-05-14
SKU00233,Brand A Bags Social,Himaxx Own,Brand A,Tier 2,Bags,Own Brand,Himaxx,1530.79,205.77,1.0,0.3825,Core,Growth,Premium,Women,Young Adult,Multi,XS-S,Core Basic,Core,0,1,2025-12-05
SKU00234,New Balance Accessories Value,External Brand,New Balance,Tier 3,Accessories,Buyout,Himaxx,492.63,69.71,1.0,0.4726,Spring,Growth,Mass,Women,Adult,White,XS-S,Core Basic,Core,0,1,2023-09-01
SKU00235,Brand B Underwear Large,Himaxx Own,Brand B,Tier 2,Underwear,Own Brand,Himaxx,265.51,53.17,1.0,0.5171,Winter,Growth,Entry,Women,Adult,Blue,M-L,Core Basic,Core,0,1,2024-01-02
SKU00236,Adidas Kids Apparel Summer,External Brand,Adidas,Tier 1,Kids Apparel,Consignment,Brand Partner,615.35,7.67,0.2168,0.3198,Core,Mature,Mass,Unisex,Adult,White,XS-S,Performance,Seasonal,0,1,2026-03-21
SKU00237,Puma Yoga Apparel National,External Brand,Puma,Tier 3,Yoga Apparel,Consignment,Brand Partner,538.55,10.71,0.2305,0.3261,Spring,Growth,Mass,Men,Young Adult,Black,M-L,Core Basic,Core,0,1,2024-09-27
SKU00238,Puma Lifestyle Apparel Onto,External Brand,Puma,Tier 3,Lifestyle Apparel,Consignment,Brand Partner,196.03,9.08,0.2955,0.3313,Fall,Growth,Entry,Men,Young Adult,Black,XS-S,Fashion,Seasonal,0,1,2024-02-04
SKU00239,On Running Lifestyle Apparel Thus,External Brand,On Running,Tier 1,Lifestyle Apparel,Consignment,Brand Partner,475.62,19.8,0.2347,0.3293,Summer,Growth,Mass,Women,Young Adult,Black,XL-XXL,Core Basic,Core,0,1,2023-09-17
SKU00240,Columbia Bags Cell,External Brand,Columbia,Tier 3,Bags,Buyout,Himaxx,331.38,58.07,1.0,0.4038,Fall,Growth,Mass,Women,Youth,Blue,XS-S,Fashion,Seasonal,0,1,2025-10-01
SKU00241,Reebok Underwear Performance Apparel Region,External Brand,Reebok Underwear,Tier 2,Performance Apparel,Buyout,Himaxx,393.77,48.43,1.0,0.4708,Fall,New,Mass,Men,Adult,Blue,XS-S,Core Basic,Seasonal,0,0,2024-12-09
SKU00242,Skechers Basketball Shoes Operation,External Brand,Skechers,Tier 3,Basketball Shoes,Buyout,Himaxx,1353.45,160.05,1.0,0.4981,Winter,Clearance,Premium,Unisex,Adult,Green,XL-XXL,Performance,Seasonal,1,0,2025-02-18
SKU00243,Brand B Accessories Someone,Himaxx Own,Brand B,Tier 2,Accessories,Own Brand,Himaxx,481.97,97.42,1.0,0.4578,Fall,Mature,Mass,Unisex,Adult,Multi,M-L,Performance,Seasonal,0,1,2026-01-08
SKU00244,Reebok Underwear Underwear Position,External Brand,Reebok Underwear,Tier 2,Underwear,Consignment,Brand Partner,443.12,7.4,0.2234,0.3457,Core,Mature,Mass,Unisex,Adult,Grey,XS-S,Core Basic,Core,0,1,2025-10-16
SKU00245,Brand A Kids Apparel Wait,Himaxx Own,Brand A,Tier 2,Kids Apparel,Own Brand,Himaxx,234.46,30.48,1.0,0.5691,Fall,Mature,Entry,Men,Young Adult,Black,M-L,Fashion,Seasonal,0,1,2024-11-10
SKU00246,Reebok Underwear Accessories Then,External Brand,Reebok Underwear,Tier 2,Accessories,Buyout,Himaxx,255.99,44.23,1.0,0.2913,Fall,Growth,Entry,Kids,Young Adult,Black,M-L,Core Basic,Core,0,1,2026-01-25
SKU00247,Cole Haan Lifestyle Apparel Like,External Brand,Cole Haan,Tier 2,Lifestyle Apparel,Buyout,Himaxx,903.6,121.61,1.0,0.4903,Fall,Mature,Premium,Unisex,Adult,Green,M-L,Performance,Seasonal,0,1,2026-01-14
SKU00248,Adidas Kids Apparel Six,External Brand,Adidas,Tier 1,Kids Apparel,Buyout,Himaxx,228.42,30.6,1.0,0.3065,Winter,Clearance,Entry,Women,Senior,Multi,XS-S,Core Basic,Seasonal,1,0,2025-12-06
SKU00249,Brooks Brothers Running Shoes Listen,External Brand,Brooks Brothers,Tier 1,Running Shoes,Buyout,Himaxx,429.28,58.48,1.0,0.4133,Summer,New,Mass,Women,Adult,White,M-L,Core Basic,Seasonal,0,0,2024-02-15
SKU00250,Under Armour Running Shoes End,External Brand,Under Armour,Tier 3,Running Shoes,Buyout,Himaxx,425.19,62.34,1.0,0.4074,Summer,New,Mass,Kids,Adult,Grey,XS-S,Fashion,Seasonal,0,0,2025-11-12
SKU00251,Nike Bags Factor,External Brand,Nike,Tier 1,Bags,Consignment,Brand Partner,797.94,29.87,0.3106,0.323,Fall,Growth,Mass,Women,Adult,Black,XL-XXL,Fashion,Seasonal,0,1,2025-08-23
SKU00252,Asics Training Shoes Near,External Brand,Asics,Tier 3,Training Shoes,Consignment,Brand Partner,1210.67,42.18,0.2599,0.2503,Summer,Growth,Premium,Men,Young Adult,Blue,XS-S,Performance,Seasonal,0,1,2024-10-19
SKU00253,Asics Sportswear Edge,External Brand,Asics,Tier 3,Sportswear,Consignment,Brand Partner,892.57,43.17,0.3045,0.2664,Winter,Mature,Premium,Unisex,Young Adult,White,M-L,Core Basic,Core,0,1,2024-03-03
SKU00254,Fila Lifestyle Apparel Bank,External Brand,Fila,Tier 3,Lifestyle Apparel,Consignment,Brand Partner,386.27,10.62,0.1938,0.3001,Summer,Mature,Mass,Women,Youth,Blue,M-L,Clearance,Seasonal,1,0,2025-06-27
SKU00255,Skechers Outdoor Apparel Easy,External Brand,Skechers,Tier 3,Outdoor Apparel,Buyout,Himaxx,1539.23,180.19,1.0,0.3009,Fall,Growth,Premium,Men,Youth,Multi,M-L,Core Basic,Core,0,1,2024-02-29
SKU00256,Brand B Training Shoes Front,Himaxx Own,Brand B,Tier 2,Training Shoes,Own Brand,Himaxx,943.16,197.83,1.0,0.5282,Spring,Mature,Premium,Women,Senior,Black,One Size,Limited,Seasonal,0,1,2026-01-09
SKU00257,Brand B Yoga Apparel Be,Himaxx Own,Brand B,Tier 2,Yoga Apparel,Own Brand,Himaxx,295.68,47.87,1.0,0.4808,Summer,Mature,Entry,Kids,Adult,White,M-L,Core Basic,Core,0,1,2023-10-06
SKU00258,Under Armour Yoga Apparel During,External Brand,Under Armour,Tier 3,Yoga Apparel,Consignment,Brand Partner,953.7,23.82,0.3182,0.2936,Spring,Mature,Premium,Unisex,Adult,Green,M-L,Fashion,Seasonal,0,1,2024-06-30
SKU00259,Brand A Outdoor Apparel Claim,Himaxx Own,Brand A,Tier 2,Outdoor Apparel,Own Brand,Himaxx,1090.83,176.98,1.0,0.4862,Summer,Growth,Premium,Unisex,Young Adult,Black,XL-XXL,Core Basic,Core,0,1,2025-06-19
SKU00260,Brand A Running Shoes Attack,Himaxx Own,Brand A,Tier 2,Running Shoes,Own Brand,Himaxx,1127.07,224.78,1.0,0.3847,Summer,Mature,Premium,Kids,Adult,Blue,M-L,Core Basic,Core,0,1,2024-08-04
SKU00261,Patagonia Running Shoes Give,External Brand,Patagonia,Tier 3,Running Shoes,Buyout,Himaxx,1242.83,111.01,1.0,0.2683,Summer,Mature,Premium,Men,Young Adult,Blue,XS-S,Clearance,Seasonal,1,0,2024-12-22
SKU00262,Under Armour Bags Just,External Brand,Under Armour,Tier 3,Bags,Consignment,Brand Partner,612.46,29.62,0.3015,0.3405,Spring,Growth,Mass,Men,Adult,Multi,One Size,Core Basic,Core,0,1,2023-07-15
SKU00263,Champion Sportswear There,External Brand,Champion,Tier 3,Sportswear,Buyout,Himaxx,941.91,107.84,1.0,0.2726,Summer,Growth,Premium,Women,Young Adult,Grey,XS-S,Clearance,Seasonal,1,0,2024-08-10
SKU00264,Puma Performance Apparel West,External Brand,Puma,Tier 3,Performance Apparel,Buyout,Himaxx,451.72,38.61,1.0,0.2848,Fall,Growth,Mass,Women,Adult,Black,M-L,Performance,Seasonal,0,1,2025-08-27
SKU00265,New Balance Running Shoes Young,External Brand,New Balance,Tier 3,Running Shoes,Buyout,Himaxx,685.17,122.68,1.0,0.4991,Summer,Growth,Mass,Kids,Young Adult,Black,M-L,Core Basic,Core,0,1,2025-06-07
SKU00266,Nike Bags Tough,External Brand,Nike,Tier 1,Bags,Consignment,Brand Partner,674.53,26.07,0.3248,0.2407,Spring,Growth,Mass,Men,Adult,Black,M-L,Core Basic,Core,0,1,2025-12-27
SKU00267,Puma Basketball Shoes Parent,External Brand,Puma,Tier 3,Basketball Shoes,Buyout,Himaxx,623.08,33.57,1.0,0.3913,Winter,Clearance,Mass,Women,Young Adult,Grey,XS-S,Performance,Seasonal,1,0,2024-06-27
SKU00268,Under Armour Performance Apparel According,External Brand,Under Armour,Tier 3,Performance Apparel,Buyout,Himaxx,2103.74,367.5,1.0,0.413,Spring,Mature,Luxury,Unisex,Young Adult,Brown,M-L,Fashion,Seasonal,0,1,2026-03-05
SKU00269,Salomon Basketball Shoes Fire,External Brand,Salomon,Tier 3,Basketball Shoes,Buyout,Himaxx,909.54,149.79,1.0,0.3447,Fall,Growth,Premium,Unisex,Young Adult,Red,XS-S,Clearance,Seasonal,1,0,2025-08-10
SKU00270,The North Face Underwear Tonight,External Brand,The North Face,Tier 3,Underwear,Buyout,Himaxx,258.05,39.16,1.0,0.4874,Summer,Growth,Entry,Unisex,Adult,Grey,XL-XXL,Limited,Seasonal,0,1,2026-01-08
SKU00271,Asics Outdoor Apparel Thing,External Brand,Asics,Tier 3,Outdoor Apparel,Buyout,Himaxx,1899.16,215.23,1.0,0.2904,Core,Clearance,Luxury,Women,Youth,Green,M-L,Performance,Seasonal,1,0,2024-08-08
SKU00272,Brand A Lifestyle Apparel Small,Himaxx Own,Brand A,Tier 2,Lifestyle Apparel,Own Brand,Himaxx,588.64,88.51,1.0,0.3937,Spring,Mature,Mass,Men,Young Adult,Blue,M-L,Core Basic,Core,0,1,2025-07-20
SKU00273,The North Face Basketball Shoes Such,External Brand,The North Face,Tier 3,Basketball Shoes,Buyout,Himaxx,1347.05,180.52,1.0,0.4808,Summer,Growth,Premium,Women,Adult,Black,XS-S,Core Basic,Core,0,1,2025-02-26
SKU00274,Reebok Underwear Underwear Discussion,External Brand,Reebok Underwear,Tier 2,Underwear,Buyout,Himaxx,230.56,32.07,1.0,0.4054,Core,Growth,Entry,Unisex,Adult,White,M-L,Fashion,Seasonal,0,1,2024-10-23
SKU00275,Skechers Outdoor Apparel Explain,External Brand,Skechers,Tier 3,Outdoor Apparel,Buyout,Himaxx,1723.0,295.55,1.0,0.3796,Core,Mature,Luxury,Women,Adult,Red,M-L,Performance,Seasonal,0,1,2024-08-27
SKU00276,New Balance Lifestyle Apparel Air,External Brand,New Balance,Tier 3,Lifestyle Apparel,Consignment,Brand Partner,501.04,24.07,0.3308,0.3157,Fall,Mature,Mass,Women,Senior,Black,M-L,Fashion,Seasonal,0,1,2024-07-06
SKU00277,Cole Haan Underwear Relate,External Brand,Cole Haan,Tier 2,Underwear,Buyout,Himaxx,475.09,45.58,1.0,0.3773,Core,Growth,Mass,Men,Adult,Brown,XL-XXL,Performance,Seasonal,0,1,2025-05-20
SKU00278,Champion Running Shoes Interview,External Brand,Champion,Tier 3,Running Shoes,Buyout,Himaxx,896.9,94.64,1.0,0.2578,Fall,Growth,Premium,Unisex,Young Adult,White,M-L,Fashion,Seasonal,0,1,2025-07-08
SKU00279,Columbia Yoga Apparel Though,External Brand,Columbia,Tier 3,Yoga Apparel,Buyout,Himaxx,136.4,7.69,1.0,0.3627,Fall,Clearance,Entry,Men,Adult,White,XL-XXL,Fashion,Seasonal,1,0,2024-09-30
SKU00280,Salomon Running Shoes Care,External Brand,Salomon,Tier 3,Running Shoes,Buyout,Himaxx,924.4,116.43,1.0,0.4905,Summer,Mature,Premium,Unisex,Senior,White,XL-XXL,Fashion,Seasonal,0,1,2026-04-15
SKU00281,Hoka Underwear None,External Brand,Hoka,Tier 1,Underwear,Buyout,Himaxx,638.29,59.19,1.0,0.4249,Core,Mature,Mass,Women,Adult,Green,XS-S,Core Basic,Core,0,1,2023-06-06
SKU00282,Adidas Performance Apparel Indeed,External Brand,Adidas,Tier 1,Performance Apparel,Consignment,Brand Partner,1746.36,75.85,0.2683,0.2276,Fall,Mature,Luxury,Men,Adult,Black,XS-S,Core Basic,Core,0,1,2025-02-14
SKU00283,Cole Haan Lifestyle Apparel Recognize,External Brand,Cole Haan,Tier 2,Lifestyle Apparel,Buyout,Himaxx,1002.03,67.24,1.0,0.2654,Spring,Mature,Premium,Women,Young Adult,Blue,M-L,Fashion,Seasonal,0,1,2023-06-06
SKU00284,Adidas Underwear Question,External Brand,Adidas,Tier 1,Underwear,Consignment,Brand Partner,506.39,24.83,0.2109,0.2964,Fall,New,Mass,Men,Young Adult,Black,XS-S,Limited,Seasonal,0,0,2024-08-19
SKU00285,Hoka Lifestyle Apparel Trial,External Brand,Hoka,Tier 1,Lifestyle Apparel,Consignment,Brand Partner,428.26,4.84,0.3114,0.3045,Spring,Clearance,Mass,Men,Young Adult,White,XL-XXL,Fashion,Seasonal,1,0,2024-09-24
SKU00286,Brooks Brothers Accessories Apply,External Brand,Brooks Brothers,Tier 1,Accessories,Consignment,Brand Partner,384.77,14.9,0.3253,0.2248,Winter,Mature,Mass,Men,Young Adult,Green,M-L,Core Basic,Core,0,1,2024-02-16
SKU00287,Under Armour Yoga Apparel Generation,External Brand,Under Armour,Tier 3,Yoga Apparel,Consignment,Brand Partner,211.66,6.05,0.2274,0.3426,Fall,New,Entry,Kids,Adult,White,XL-XXL,Performance,Seasonal,0,0,2023-12-25
SKU00288,Lululemon Outdoor Apparel General,External Brand,Lululemon,Tier 1,Outdoor Apparel,Buyout,Himaxx,1885.16,339.0,1.0,0.3696,Fall,Mature,Luxury,Unisex,Adult,Black,XS-S,Fashion,Seasonal,0,1,2024-05-11
SKU00289,Brand A Lifestyle Apparel Until,Himaxx Own,Brand A,Tier 2,Lifestyle Apparel,Own Brand,Himaxx,948.01,135.23,1.0,0.5039,Summer,New,Premium,Men,Adult,Black,One Size,Core Basic,Seasonal,0,0,2024-06-26
SKU00290,Brand B Lifestyle Apparel Soldier,Himaxx Own,Brand B,Tier 2,Lifestyle Apparel,Own Brand,Himaxx,227.68,24.81,1.0,0.4975,Winter,New,Entry,Unisex,Young Adult,Grey,M-L,Fashion,Seasonal,0,0,2026-03-14
SKU00291,Brooks Brothers Kids Apparel Know,External Brand,Brooks Brothers,Tier 1,Kids Apparel,Consignment,Brand Partner,1295.85,13.59,0.2741,0.2014,Fall,Growth,Premium,Women,Senior,Blue,M-L,Performance,Seasonal,0,1,2024-02-08
SKU00292,New Balance Kids Apparel Beat,External Brand,New Balance,Tier 3,Kids Apparel,Buyout,Himaxx,854.02,103.26,1.0,0.4634,Core,Clearance,Premium,Women,Adult,Grey,M-L,Core Basic,Seasonal,1,0,2024-10-03
SKU00293,Under Armour Lifestyle Apparel So,External Brand,Under Armour,Tier 3,Lifestyle Apparel,Buyout,Himaxx,996.49,132.37,1.0,0.2754,Fall,Clearance,Premium,Kids,Youth,Grey,XL-XXL,Core Basic,Seasonal,1,0,2024-12-18
SKU00294,Nike Performance Apparel Hard,External Brand,Nike,Tier 1,Performance Apparel,Consignment,Brand Partner,1922.19,28.8,0.2198,0.2767,Spring,New,Luxury,Unisex,Senior,Red,XL-XXL,Fashion,Seasonal,0,0,2024-01-08
SKU00295,Cole Haan Underwear Authority,External Brand,Cole Haan,Tier 2,Underwear,Buyout,Himaxx,492.57,64.19,1.0,0.4229,Spring,New,Mass,Kids,Young Adult,Grey,XL-XXL,Core Basic,Seasonal,0,0,2025-09-09
SKU00296,On Running Performance Apparel Reach,External Brand,On Running,Tier 1,Performance Apparel,Buyout,Himaxx,1788.41,228.08,1.0,0.3972,Winter,New,Luxury,Men,Young Adult,White,XS-S,Fashion,Seasonal,0,0,2023-06-21
SKU00297,Puma Performance Apparel Allow,External Brand,Puma,Tier 3,Performance Apparel,Buyout,Himaxx,1746.19,296.2,1.0,0.2566,Fall,Growth,Luxury,Women,Young Adult,Black,M-L,Limited,Seasonal,0,1,2026-03-12
SKU00298,Brand A Underwear Decision,Himaxx Own,Brand A,Tier 2,Underwear,Own Brand,Himaxx,191.55,32.53,1.0,0.4003,Summer,Mature,Entry,Unisex,Adult,Blue,M-L,Fashion,Seasonal,0,1,2025-11-11
SKU00299,Puma Yoga Apparel Pretty,External Brand,Puma,Tier 3,Yoga Apparel,Buyout,Himaxx,1039.61,160.79,1.0,0.2549,Winter,Mature,Premium,Men,Young Adult,Blue,One Size,Fashion,Seasonal,0,1,2023-10-21
SKU00300,Brand A Kids Apparel Card,Himaxx Own,Brand A,Tier 2,Kids Apparel,Own Brand,Himaxx,563.4,106.54,1.0,0.3877,Spring,New,Mass,Men,Adult,Grey,XS-S,Core Basic,Seasonal,0,0,2024-10-07
SKU00301,Lululemon Outdoor Apparel Building,External Brand,Lululemon,Tier 1,Outdoor Apparel,Consignment,Brand Partner,1526.19,51.41,0.2117,0.2445,Summer,Growth,Premium,Men,Young Adult,Black,M-L,Clearance,Seasonal,1,0,2025-01-14
SKU00302,Cole Haan Training Shoes Discover,External Brand,Cole Haan,Tier 2,Training Shoes,Buyout,Himaxx,1136.57,81.0,1.0,0.3241,Summer,Mature,Premium,Men,Youth,White,XL-XXL,Clearance,Seasonal,1,0,2024-09-28
SKU00303,Adidas Lifestyle Apparel Establish,External Brand,Adidas,Tier 1,Lifestyle Apparel,Consignment,Brand Partner,701.55,7.58,0.3455,0.3232,Fall,Mature,Mass,Women,Adult,Grey,M-L,Core Basic,Core,0,1,2025-08-24
SKU00304,Hoka Outdoor Apparel Computer,External Brand,Hoka,Tier 1,Outdoor Apparel,Buyout,Himaxx,1140.82,128.59,1.0,0.4923,Spring,Growth,Premium,Men,Young Adult,Black,M-L,Clearance,Seasonal,1,0,2025-03-01
SKU00305,New Balance Training Shoes Small,External Brand,New Balance,Tier 3,Training Shoes,Buyout,Himaxx,1241.27,160.83,1.0,0.4136,Core,New,Premium,Women,Young Adult,Green,One Size,Fashion,Seasonal,0,0,2025-07-02
SKU00306,Salomon Lifestyle Apparel Star,External Brand,Salomon,Tier 3,Lifestyle Apparel,Buyout,Himaxx,1140.41,179.71,1.0,0.278,Winter,Growth,Premium,Men,Adult,Grey,XL-XXL,Clearance,Seasonal,1,0,2025-10-21
SKU00307,Adidas Running Shoes Foreign,External Brand,Adidas,Tier 1,Running Shoes,Consignment,Brand Partner,1021.59,45.2,0.1832,0.311,Summer,Mature,Premium,Women,Adult,Grey,XS-S,Fashion,Seasonal,0,1,2023-09-03
SKU00308,Champion Lifestyle Apparel Agree,External Brand,Champion,Tier 3,Lifestyle Apparel,Consignment,Brand Partner,505.04,15.47,0.2007,0.3292,Spring,Mature,Mass,Men,Young Adult,Grey,M-L,Performance,Seasonal,0,1,2026-02-18
SKU00309,New Balance Bags Parent,External Brand,New Balance,Tier 3,Bags,Buyout,Himaxx,1281.73,148.68,1.0,0.3895,Spring,Clearance,Premium,Unisex,Adult,Black,M-L,Performance,Seasonal,1,0,2025-05-18
SKU00310,Skechers Accessories How,External Brand,Skechers,Tier 3,Accessories,Buyout,Himaxx,400.9,58.78,1.0,0.4664,Winter,New,Mass,Men,Young Adult,Black,XS-S,Clearance,Seasonal,1,0,2024-07-15
SKU00311,Patagonia Training Shoes Senior,External Brand,Patagonia,Tier 3,Training Shoes,Buyout,Himaxx,1673.02,255.25,1.0,0.3209,Summer,Growth,Luxury,Men,Adult,Black,M-L,Core Basic,Core,0,1,2023-12-11
SKU00312,Reebok Underwear Lifestyle Apparel Person,External Brand,Reebok Underwear,Tier 2,Lifestyle Apparel,Consignment,Brand Partner,157.65,7.82,0.2266,0.2212,Winter,Mature,Entry,Unisex,Young Adult,Blue,XL-XXL,Core Basic,Core,0,1,2025-06-02
SKU00313,On Running Performance Apparel Product,External Brand,On Running,Tier 1,Performance Apparel,Consignment,Brand Partner,2051.69,50.41,0.2124,0.3243,Fall,New,Luxury,Unisex,Youth,Grey,XS-S,Performance,Seasonal,0,0,2024-01-28
SKU00314,Cole Haan Performance Apparel Same,External Brand,Cole Haan,Tier 2,Performance Apparel,Consignment,Brand Partner,1643.03,49.67,0.2894,0.3352,Core,Mature,Luxury,Unisex,Young Adult,Grey,XL-XXL,Core Basic,Core,0,1,2025-08-30
SKU00315,Under Armour Training Shoes To,External Brand,Under Armour,Tier 3,Training Shoes,Buyout,Himaxx,635.36,76.08,1.0,0.4058,Core,Growth,Mass,Kids,Senior,Blue,XL-XXL,Core Basic,Core,0,1,2025-05-26
SKU00316,Brand A Lifestyle Apparel Support,Himaxx Own,Brand A,Tier 2,Lifestyle Apparel,Own Brand,Himaxx,253.47,51.63,1.0,0.4259,Summer,Clearance,Entry,Unisex,Young Adult,White,M-L,Core Basic,Seasonal,1,0,2023-09-17
SKU00317,On Running Underwear Others,External Brand,On Running,Tier 1,Underwear,Consignment,Brand Partner,228.21,8.11,0.1986,0.3329,Fall,Clearance,Entry,Women,Adult,White,XS-S,Core Basic,Seasonal,1,0,2025-09-10
SKU00318,Asics Training Shoes Hand,External Brand,Asics,Tier 3,Training Shoes,Buyout,Himaxx,751.66,64.12,1.0,0.3351,Fall,Mature,Mass,Unisex,Young Adult,Black,XS-S,Core Basic,Core,0,1,2024-12-11
SKU00319,The North Face Yoga Apparel Recently,External Brand,The North Face,Tier 3,Yoga Apparel,Buyout,Himaxx,1292.92,89.67,1.0,0.3275,Spring,Clearance,Premium,Women,Adult,Green,XS-S,Core Basic,Seasonal,1,0,2024-06-16
SKU00320,Columbia Kids Apparel Move,External Brand,Columbia,Tier 3,Kids Apparel,Consignment,Brand Partner,254.62,4.13,0.3358,0.2966,Core,Mature,Entry,Women,Youth,Grey,M-L,Performance,Seasonal,0,1,2025-04-16
SKU00321,Skechers Sportswear Actually,External Brand,Skechers,Tier 3,Sportswear,Buyout,Himaxx,313.3,26.16,1.0,0.3203,Core,Growth,Mass,Unisex,Young Adult,Black,XS-S,Core Basic,Core,0,1,2025-11-23
SKU00322,Brand A Bags Test,Himaxx Own,Brand A,Tier 2,Bags,Own Brand,Himaxx,264.19,49.79,1.0,0.5992,Core,Mature,Entry,Women,Young Adult,Grey,XL-XXL,Performance,Seasonal,0,1,2024-10-25
SKU00323,The North Face Bags Lead,External Brand,The North Face,Tier 3,Bags,Consignment,Brand Partner,1395.34,51.27,0.2613,0.248,Summer,Growth,Premium,Women,Adult,Multi,M-L,Core Basic,Core,0,1,2026-03-25
SKU00324,Fila Outdoor Apparel Prove,External Brand,Fila,Tier 3,Outdoor Apparel,Buyout,Himaxx,471.89,45.65,1.0,0.3366,Spring,Growth,Mass,Unisex,Young Adult,Blue,One Size,Fashion,Seasonal,0,1,2026-01-08
SKU00325,Under Armour Lifestyle Apparel Machine,External Brand,Under Armour,Tier 3,Lifestyle Apparel,Buyout,Himaxx,721.74,89.99,1.0,0.3858,Summer,New,Mass,Men,Adult,Black,M-L,Performance,Seasonal,0,0,2025-06-20
SKU00326,New Balance Running Shoes Learn,External Brand,New Balance,Tier 3,Running Shoes,Buyout,Himaxx,810.4,65.56,1.0,0.3092,Winter,Clearance,Premium,Kids,Adult,Blue,XS-S,Core Basic,Seasonal,1,0,2023-11-16
SKU00327,Salomon Accessories Nearly,External Brand,Salomon,Tier 3,Accessories,Buyout,Himaxx,566.48,49.37,1.0,0.2591,Summer,Growth,Mass,Women,Adult,Brown,XS-S,Core Basic,Core,0,1,2026-03-30
SKU00328,Lululemon Running Shoes Expect,External Brand,Lululemon,Tier 1,Running Shoes,Consignment,Brand Partner,1600.36,42.58,0.1911,0.3482,Summer,Mature,Luxury,Kids,Adult,Grey,One Size,Fashion,Seasonal,0,1,2025-03-12
SKU00329,Columbia Bags Wide,External Brand,Columbia,Tier 3,Bags,Consignment,Brand Partner,996.5,38.24,0.2475,0.2895,Summer,Growth,Premium,Men,Young Adult,Black,XS-S,Fashion,Seasonal,0,1,2024-12-17
SKU00330,Adidas Kids Apparel Member,External Brand,Adidas,Tier 1,Kids Apparel,Buyout,Himaxx,490.08,64.92,1.0,0.3963,Summer,Clearance,Mass,Kids,Adult,White,XL-XXL,Core Basic,Seasonal,1,0,2024-09-28
SKU00331,Brooks Brothers Yoga Apparel That,External Brand,Brooks Brothers,Tier 1,Yoga Apparel,Buyout,Himaxx,449.85,35.28,1.0,0.2954,Fall,Clearance,Mass,Men,Young Adult,Green,XL-XXL,Fashion,Seasonal,1,0,2025-07-16
SKU00332,Under Armour Yoga Apparel Executive,External Brand,Under Armour,Tier 3,Yoga Apparel,Buyout,Himaxx,1082.29,130.81,1.0,0.3987,Spring,Mature,Premium,Women,Adult,Grey,XL-XXL,Fashion,Seasonal,0,1,2024-04-24
SKU00333,Brand B Accessories Else,Himaxx Own,Brand B,Tier 2,Accessories,Own Brand,Himaxx,108.55,17.38,1.0,0.4851,Fall,Growth,Entry,Women,Adult,White,M-L,Performance,Seasonal,0,1,2025-11-02
